source,review_id,0,developer_response_date,thumbs_up,language_code,country_code
App Store,90acb1f9-a459-42d1-b50f-6588b0230e34,"I think this app is great overall. Compared to other budgeting tools this is the best one I’ve used. I would even consider upgrading to the subscription, but I have serious problems with how it connects to my bank. My bank requires MFA to connect and so I am constantly needing to re-authorize in order to link the account. First, the notifications are annoying because I’m reminded of the issue multiple times a day. Second, I never had this issue when I was using Mint or another app for budgeting. I don’t know if this is a bug, but this is very frustrating because I like the app a lot in every other aspect. I think MFA is important, but I would rather have to do that to log into the app, and not have that be the cause of not syncing between the app and my bank.",,,en,us
App Store,ffab44dc-b6bb-458d-92e0-8e654ae45483,"I reaallly want this app to be my go to budgeting tool. It has the best UI/UX of any app I’ve ever tried, it’s so great to use. But unfortunately it just doesn’t sync up with your card transactions very well. 

I have “pending transactions” from over a week ago that are definitely not pending anymore on my credit card. It also labels pending purchases with the incorrect vendor. I think PocketGuard has trouble with transactions that have tips? For example I went to a restaurant a week ago, but PocketGuard still says it’s pending and has the wrong merchant. It seems to mix up the merchant with previous purchases. Along with this, it’s missing some transactions from last week.

Mint doesn’t have this issue, all my transactions are there, none of them are incorrectly labeled as pending, and all the vendors are accurate.

There’s so many thing PocketGuard does right, but I can’t justify using it for budgeting when the transactions take forever to correct itself. I would gladly pay for a subscription if this wasn’t an issue. When it works, it works really well. 

Maybe I’ll try again in a couple of months and see if anything improves. I really hope it does!!",,,en,us
App Store,d3954a71-f54f-407c-814e-4bed9e43d41c,"This program is difficult to use. My wife and I both use it on our joint account, but our “in my pocket” amount rarely matches. It jumps around wildly over the course of the day as well so we literally never know how much we have. It’s difficult to figure out how to handle things like using your bonus from last month since finances reset every month. It’s also difficult to figure out how to handle periodic expenses. 

Mint tells you how much you have left and how many days remain, so while it doesn’t give you a “daily number” you can easily divide cash remaining by days remaining. Mints balance matches for my wife and I and doesn’t have wild swings throughout the day. We feel much more confident using that program which just very simple math without any weird issues. It’s easy to see where money is and where it went.

I can not recommend this program.",,,en,us
App Store,8f417aaf-6887-4918-b959-26e26458f78d,"I downloaded the app and tried to connect my account but it said it had a error and to try again in two hours. I didn’t think of it much at first so I waited a few hours and tried again. Same problem. I was slightly annoyed but I understand sometimes things like this happen. I submitted a request to support. Got a generic message saying please detail the issue. I replied back but still haven’t got an answer. I’ve been trying every day now and it’s still giving me the same issue and still no answer from customer service. Not even someone messaging back saying “we are working on this” or “sorry about that this connection going to be down for a while. We will let you know when it’s up and running”.

This app had great reviews when I originally looked to download the app but the more recent ones have been bad. 

Needless to say I’m going to delete the app before I even got to use it. 😔",,,en,us
App Store,d70de038-b45e-47a7-b7a1-cd37e5c9bcda,"I’ve used mint and every dollar. Every dollar is very clean looking, PocketGuard takes some getting used to. BUT, I’ve got to tell you, after taking a few days or so to get my feet wet to truly understand this app and learn how to navigate my way through it, I love it! My favorite features:
– upcoming bills. It’s a feature that I have sorely been missing,Knowing what bills are coming up and when is key for making sure I’ve got enough money in the bank to avoid overdraft payments. Super easy the way I have it set up, on the overview page I have a section that includes all my fixed costs for the month, easy to see and easy to categorize. Makes it super easy to budget what I have left over.
- hashtags.I love the hashtags, never been easier to see how much I spent on back to school stuff , on my recent vacation, etc.
-Love the easy comparison from one month to the next to see if I spent more than less than the previous month in a particular category.

There’s more, but suffice it to say that I found the app that works for me. 

My only qualm is that I wish you could customize the color scheme. I’d like a lighter color scheme.",,,en,us
App Store,ac62aeff-3a39-41ee-89d4-e39f193b6fb0,"I have used every budgeting and spending app offered since 2003.  By far, this is the most straightforward and user friendly app I’ve used.  I hope it never goes away, I’ve paid for the premium version to get the absolute most out of the app.  My 81 year old mother now uses the app, she also loves it.  

I reference the app multiple times a day, I can easily reference what bills are still outstanding without use of a calculator or downloading an excel file, although I can if needed.  I can easily show my husband our spending trends and cash flow.  I have gradually added more to the app and we are now tracking net worth.  It is a breeze.",,,en,us
App Store,3cc8ae72-7274-4340-999d-b49255add119,"I kept talking about keeping a budget for years but kept making excuses. I originally installed mint, but as pleasing to the eye as it is, it is not as simple and intuitive as I'd like and months passed without recording anything. So when I decided to finally start, I deleted the app and looked again and this Budget Planner was my first choice. I was surprised by how quick and easy it is to use, intuitive, with a customizable yet simple interface, and mostly, informative. Easily budget customizing, custom finance categories implemented, subscription-manager, expense tracker, the app works like a switherland clock. Pocketguard is an extremely good budget planner for everyday",,,en,us
App Store,f592c484-831d-428a-942b-f20be339582e,"Love the functionality of the app itself. I love that I can characterize my transactions and track how much I’m spending in each category while creating budgets for areas I want to cut down in. I also love that this provides you an “In Pocket” number so I can be sure to not overspend by the end of the month. For reference I have the Pro version and it’s worth it! 

Edited: I used to have some issues with bank connectivity that caused my budgeting to be off by +\- $100 which was frustrating. However the PocketGuard team fixed the issue and I’m enjoying this app again with confidence my budgeting is accurate 🙂",,,en,us
App Store,66875f1a-5256-4db6-ba33-e6d8f5bc944a,"This app has been exactly what I’ve been looking for when it comes to budgeting. I love that I can see my spending patterns on a monthly basis too. I did decide to purchase the lifetime option, and love that I can change transaction dates (especially for end of the month transactions) creating my own categories, and being able to split my transactions. It gives me a much more clear and accurate view of my spending. The hashtags has been great too so if I’m paying via credit card I can know what that specific I transaction was for. All in all, I love this app!",,,en,us
App Store,940f9d22-e6a0-483a-8bb8-bf1ce70c8252,"It works really well. Occasionally he glitches but they seem very responsive about fixing it. Some banks transactions clear much much quicker than others. I wish the Pending transactions allowed you to go ahead and update the category as well as add hashtags. One of my banks takes several days for transactions to clear so I’m always a week behind on updating categories. The reports are great. As a former long time user of Quicken, I only hung on for the reports but I haven’t used it since I moved to PocketGuard. The one change I would make is to add income to the budget page so for those of us on variable incomes you have an better idea of if bills will be covered.",,,en,us
App Store,c18c984d-13af-4492-8689-4035e9199b7a,"Coming from Level App I have spent a long time testing out various finance apps that could replace it. 

PocketGuard is by far the best solution feature for feature however for whatever reasons my bank account needed to be reconnected but error’d our every time I tried to update. It also error’d out when I tried to delete the scout all together and re-ad. Finally I went to the website and update, which worked but error’d out on the app when I tried refreshing. 

As a last resort I deleted the app and reinstalled and now it errors out when I try to sign in! I don’t see a way to submit feedback via the support tool on the app so a review is the only place I can resort to. Please fix this so I can adjust my review appropriately! Thank you",,,en,us
App Store,d82ca94d-dc1e-47eb-883a-49dd7c0f354f,"PocketGuard does what I need it to by bringing all my accounts into one place. The hashtag feature is great when I’m trying to track a specific thing that may be related to multiple budget categories like #VR stuff :)

The notifications are a hot mess though and there is very limited controls. Also, I’m paying for a subscription here, can you please disable the ad notifications for your find savings section? It’s not helpful and I get no value from it at this time. 

What I’d like to see is individual control to enable and disable notifications as needed for bill reminders, late bills, large deposits (payday), going over budgets, etc.",,,en,us
App Store,dd186800-dae8-4d74-b743-eabf15e361ca,"Is the server somewhere else? I don’t know. So far I really like all the features of this app and it really helped me understand my monthly spend. But the problem is every time even the smallest adjustment like change one item to a different category take about 2-5 seconds load. And the in app mail like reminders also takes long time to dismiss. It wasn’t a problem at beginning but since I’ve using this app more often, aka everyday, the loading time seems really annoying. I thought it’s a membership thing so I made the subscription but it’s the same loading speed. It kinna worries me to think if the server of this app is somewhere outside US? If so does that mean my banking information may be at risk?",,,en,us
App Store,e0cac9f6-93c0-462f-ad08-d4f8419fa9c5,"App often disconnects from my account. Has never reflected any transactions made on my credit card, but displays the account balance. Customer service takes forever to resolve issues and money management has to go back to manual entry until they figure it out. Although accurately tracking and organizing transactions, the account balances once stopped updating completely, (which would seem to be an easy fix with the refresh button) but it doesn’t work. After giving it a few more days and a new update, the accounts reflected the proper amounts in my account. But now it closes within 5 seconds of me opening the app. Great idea but it just doesn’t seem this company has the system figured out yet, I will be heading to Mint when my subscription expires. Which, btw, they ignored my request to cancel multiple times.",,,en,us
App Store,6e12cafb-2deb-48e1-830d-4cf333fa3303,"The ease of use and simplicity are impeccable. The app has great promise, but there are a few things that are not helpful: Account management- cannot clearly tell if you’re in the trial period or if you actually have the premium service. If you have the premium tier you can’t tell if you’re monthly or annual. 

Bill name- cannot update the merchant name. I had to delete the bill and re- add it because I had a misspelled word. 

Budget planning- my monthly paycheck comes at the end of the month and I use it to plan the next month. I can’t tell if the app recognizes that. It looks like it wants to count my March paycheck for March bills but the month is over. Thank you.",,,en,us
App Store,251c566e-3f6a-41b6-8880-f41a8e681db9,"Maybe it's just me, but I'm having problems with this app. I wanted to like it, but it simply is not adding up budgets correctly for me. For example, it only counts venmo transactions towards a budget when I pay other people, but not when I'm paid (which creates problems when I pay the bill at dinner and others pay me back, it's artificially inflating my dining expenses when I am not overspending myself). Another example is that I made some returns to a store the other day, and I see the positive transaction categorized under ""shopping"", but it is not reducing the amount that I've spent on shopping by that amount, so it also is overstating what I've spent in that category. It makes no sense to me and is too many exceptions to keep track of, so I must say goodbye to this app.",,,en,us
App Store,49c1129a-be53-49f0-8598-874ea1579214,"I love that it is customizable for categories, and whether or not a transaction should be counted.  The budget is simple and easy to see where the money goes, and where you can make adjustments.  The updates from bank accounts with merchant info and the ability to split the receipt into multiple categories.  Just a well thought out and user friendly app.  Only suggestion is to make it available to adjust a future budget, i.e. the coming month.  That would make it easier to plan for certain expenses.",,,en,us
App Store,30b01a8f-4153-4f24-9737-d8170326b39e,"Highly recommend this app. It is amazing for keeping track of your money and how it’s spent. I liked it enough I took advantage of the 4th of July special for the upgraded version. 

I have multiple sclerosis and my cognitive functions are sometimes impacted, so being able to see and track everything in one app is a great tool.

I had connection issues for one of my accounts, emailed support when it didn’t correct after some time and the customer service took a day or so after my email (I think?)",,,en,us
App Store,dd092979-f470-49ad-8e2a-1d51c2f969c3,"This app is a really cool idea and if it worked well I’d continue my paid subscription. However, there are a couple big issues: 
- It’s really slow - almost unusable. This seems newer. When I first started using it it wasn’t this slow. Just scrolling through transactions is so tedious because it freezes and then scrolls way further than you want 
- It doesn’t always catch when your accounts are out out of date or not updating. For example, I have one account that just won’t seem to update any transactions from the last 6 months but PocketGuard isn’t showing any errors with the connection. This type of ‘silent’ failure to update really takes away from the value  because I can’t trust what I see in the app.
-There also seems to be pretty frequent errors with accounts where I have to remove and re-add them or re-enter credentials. This is probably more related to the external accounts and their security but it’s still annoying. 

All in all, I find myself using the actual bank apps more than PocketGuard due to these issues even though I’d prefer to have it all in one place and use PocketGuard.",,,en,us
App Store,70073b89-9116-4648-8167-846fd2453964,"App is well designed and extremely helpful, though there’s room for improvement. A number of banks are not able to sync (Apple card, Ellevest) which causes for inaccurate info, the desktop application is exceptionally slow preforming, and there are a few features that could use tweaking (like the ability to recognize transactions and associate them using ‘to’ and ‘from’). Still rating 5 star though, because it is the best money management app I’ve ever used and I find it very user-friendly.",,,en,us
App Store,f6262b11-b880-401b-988b-3e1bd436ddbd,"I love using PocketGuard for tracking my day to day spending and making sure I have enough to cover my bills. It’s fairly intuitive and is better for day to day tracking than things like personal capital. 

However, there are a couple things that don’t work quite right or as expected. 

Firstly, pending transaction are taken out of your “pocket” but can’t be modified or attributed to bills. It can take quite a while for some transactions to be marked as cleared, which means that often times my “pocket” is wildly inaccurate, since it’s counting large bills like my rent effectively twice. That kind of defeats the purpose of the tool. 

Secondly (and this may have more to do with the financial institution), but there are certain accounts that are listed as addable, but simple aren’t. My savings account, for example, hasn’t been able to sync for 6 months and the error is just a vague “something went wrong.” Mind you it syncs fine on other budgeting apps. So that’s disappointing.",,,en,us
App Store,ab2aa96b-1f2d-4645-aa2e-14f6dd4d42ba,"Overall this app is the best I have found to budget and monitor spending in one account. Unlike others it does a really great job tagging things to the appropriate category, and even when it doesn’t it’s easy to fix. I love the spending limits feature but **wish there was a weekly option as well!** When you get paid bi-weekly monthly budgets are very difficult to plan because paychecks never hit on the same dates. The ability to monitor weekly spending and stay in my budgeting limits would be a game changer and I would definitely pay for a pro account if that was an option.",,,en,us
App Store,404128d0-9c3f-4b4b-aa2f-458fae03ab07,"Biggest complaint is the frustratingly long time it takes to update your accounts. It takes days for it to reflect past transactions whether they’re income or expenses. 

The app itself offers plenty of features but it’s not very user friendly. Adding some tutorials would be nice. Getting rid of the Find Savings tab would be nice as well. Overall this app just throws a lot of information at you and doesn’t really show you how any of it is connected very well for you to actually manage your budget properly. You’ll find yourself trying to go back and forth between tabs and various options just to do a simple task.",,,en,us
App Store,10fbfbc1-6aa0-453a-a1fc-525490fe5c11,"There are a few things I wish this app would do- like I want to apply just more than one goal in savings for my one savings account (ie: I’m using it to save an emergency fund AND a vacation- why can’t I split my amounts and track them?)

There are some features that it’s says are “coming” but not available yet... like if I make an extra payment toward my personal loan, I’ll be able to apply which account I drew from to pay it (and not just “cash”). It’ll be a lot more helpful when these features are added.

But I’m mainly happy it actually connects to all of my accounts. Other apps like YNAB don’t work with a lot of banking companies.",,,en,us
App Store,baf88679-bcab-4ba5-9d84-10f1c0de4faf,"Heard about this from my SO, it’s easy to use & free. The only reason I gave 4 stars was bc I couldn’t add store credit cards onto my Pocket guard account (an error popped up). Also, I had a spending goal but under goals, I wasn’t able to write that down (ex: I want to spend $100 on groceries each week). This isn’t too much of a problem for me, bc I can keep track of this myself. I just wish I could add my store credit cards. Also, my SO said he couldn’t add his Apple Card so I guess store credit cards not connected to major banks don’t work. However I still think it’s a good app and user friendly.",,,en,us
App Store,c9576ab4-7944-4347-9f30-acbb0ee6fe64,I got the app at the beginning of 2022 and I’m still dialing it in. I had a few credit cards that the app couldn’t connect with. 1 being an Apple Credit Card. This was on the initial setup and after a few accounts were not able to connect to this app I just stopped messing with it. I purchased the lifetime membership so I’m hoping to come back soon and see if anything has changed as far as syncing accounts! I still have hope that I will enjoy using it once I get it all setup!,,,en,us
App Store,72ac1bbf-01a7-41fd-b080-ec79cc412a95,"I really like this app. It has really helped us see where our money is going.  
I do wish their was an option to turn off auto categorizing of transactions. I find myself searching all transactions for errors almost daily. If i could turn it off I could rest comfortably knowing they we’re always correct. 
For example, we sometimes buy gas at a location and sometimes we just stop in for a drink. The app puts this stores purchases in one category always. 
Not a big problem, can just be time consuming. 
The app is completely worth it regardless.",,,en,us
App Store,8c428c3f-e515-4710-9d8f-9441ba5273c8,"From what I can tell, this is the only app out there that is designed around the exact way I like to budget. It takes the month’s income and subtracts all your bills, subscriptions, recurring payments, things like that. So the money you have left over is what’s available to spend on food, gas, incidentals, fun stuff, etc, and the app keeps track of this number for you so you don’t have to worry about keeping track of it on your own. It’s exactly what I needed to help me stop unintentionally overspending! Very glad to have found this app. Thanks!",,,en,us
App Store,3c468801-0f5e-4bf3-a499-82b58bb3344b,"Pros: 
-graphs and pie charts showing spending, income , and what was spent on
-easy to set up 
-dark mode with cool colors
- let’s me adjust dates on transactions which is nice because my paycheck for a month sometimes comes in the next month which can mess up my data
- auto savings as well as auto saving from each pay check 
- a lot of categories to choose from for transactions 
- merchant history which allows you to see past monthly spending on one category
Other things these are the best for me

CONS: 
- I don’t know why some transactions aren’t showing up and it really screws with my income vs spending graphs 
-can never connect to Sallie Mae 
- auto save isn’t consistent at taking out money as indicated

Overall I love this app and for the past 2 months I’ve  run into the problems stated in cons. I don’t know why it’s happening I contacted support and they’re taking a while to get back to me. If these things could be fixed this app is the best among the others in my opinion. But these flaws are defeating the purpose for why I even use it :/",,,en,us
App Store,af269765-43ee-40e3-9539-67ce23a822ee,"It's hard to believe, but I've already saved a lot of money thanks to this app. It was a little difficult to follow my savings goal at first, so my advise is to start from the small amount and then go step by step to the bigger one. Don't forget to set up your spending limits as they will help you not to overspend and again, achieve the goal. The other advice is to make sure you've set up your recurring transactions properly and all the transfers were matched. And check the faq as it was pretty helpful when I've just started.",,,en,us
App Store,361dc23a-0188-4bc4-8750-f488cdd891c2,"I would highly recommend this tool to everyone who has decided to change the way of spending. This app won't tell you where to spend and where don't, but it will show you what happens if you do this. Overspent this week? Try to cut the spending on everything you can in order to stay on track this month. Failed this month? Go and increase budgets for each category. Everything is pretty simple but you may need to have a good planning in the beginning and at the end of the month.",,,en,us
App Store,e89bd5e3-c5d1-4327-8f8c-8a166c15487d,"So, I have tried multiple budget apps and Bill pay apps, none of which really have every option I require. However, I have been willing to try apps that are available to see if I can get them to work for me. PocketGuard worked fine at first, but has developed a glitch. I paid a bill that shows up on my bank account as 10 separate charges because it’s 10 separate medical accounts. PocketGuard keeps adding duplicate entries. At one point, there were 54 duplicate entries for the same date and the same amount, and I could not delete the entries so I ended up selecting “don’t count” to hide them. Each day, more duplicate entries keep appearing. I have deleted the app, and I’m back to square one.",,,en,us
App Store,37468f0d-52a8-4c65-a00f-691142c28cd0,"I would highly recommend this tool to everyone who has decided to change the way of spending. This app won't tell you where to spend and where don't, but it will show you what happens if you do this. Overspent this week? Try to cut the spending on everything you can in order to stay on track this month. Failed this month? Go and increase budgets for each category. Everything is pretty simple but you may need to have a good planning in the beginning and at the end of the month.",,,en,us
App Store,f0bfa630-2465-4834-a40d-d854e7ab1ee3,"No split transactions. That is a huge problem. No way to balance your budget. You can set spending limits, but those numbers are not calculated. Total income - bills - savings goal - spending limits = monthly budget. There are Issues tracking savings transactions. If I transfer money from checking to an external savings, the transactions will show up as spending in the checking account and income in the savings account. Me transferring money to myself is not spending or income, and it messes up the totals in the income and spending categories. There is no way to fix that other than not including the transactions in the tally. If those issues are fixed, I will give this app 5 stars.",,,en,us
App Store,6400b98e-745a-4077-843b-341ec4f2aabd,"I was very excited when I'd started to use PocketGuard and now I'm really excited about my achievements. It's been a year and I was able to save up enough money for buying a new car. It was pretty important as I use it for my job and family needs equally. Hard to imagine that you can set aside some small amounts of money and then buy a new car, but when you stop making impulse purchases in almost every category, you will definitely see the prospects.",,,en,us
