source,review_id,user_name,review_title,review_description,rating,thumbs_up,review_date,developer_response,developer_response_date,appVersion,language_code,country_code
Google Play,b8c15353-1956-453d-8d52-26dbcd8808a6,Jennifer Perez,,So easy to use and helps me keep track of my money,5,0,2023-06-09 01:31:27,"Hi Jennifer! Thanks for the great review! We are pleased that you enjoyed the app. If there is anything we can do for you, just let us know at support@pocketguard.com. Have a wonderful day!",2023-06-09 10:17:11,4.36,en,us
Google Play,b599ebc3-5c4c-4772-9e1d-3b500516b678,Jara Croft,,Having to log into accounts multiple times a week for each account has made this a terrible experience.,2,0,2023-06-06 13:28:00,,,4.36,en,us
Google Play,5b48c71b-eb89-4c49-b6a2-fad08690bb1e,t8xan e,,Will not allow me to change my currency. It's absolutely useless to me if the budgeting is off by that much.,1,0,2023-06-05 14:27:13,"Hi there! Sorry for the inconvenience. Please contact our support team at support@pocketguard.com, and they will help you resolve the problem. Hope for your understanding.",2023-06-07 16:03:23,4.36,en,us
Google Play,1a17c61c-9d8d-4341-b629-e95e9c42a1ab,Abigail Zurita,,"The app was working great until the new update. I can't mark any bills as paid. Instead, it asks you to mark the bill as a cash expense or income. Not sure if I'll continue using the app if this isn't fixed soon. Otherwise, the app isn't perfect but provides a breakdown of where my money is going. Expenses can be categorized, which is helpful. Bills with the same name as an expense get marked as paid even if they don't have the same set amount.",2,3,2023-06-01 16:02:35,"Hi Abigail! Most likely, the problem is that your current month's transactions haven't been pulled into the app yet, and hence- you cannot see them through the ""mark as paid"" option. If bill payments are presented on the Transactions tab, please contact us at support@pocketguard.com so we can look deeper into the issue. Hope for your understanding.",2023-06-03 10:45:51,4.36,en,us
Google Play,aca0c9fc-e779-409c-aaf1-a651b9b15f62,Hannah Kellison,,Should tell beforehand that we have to pay to actually use it.,1,0,2023-05-15 00:32:04,"Hi Hannah! PocketGuard has a free version that includes basic budgeting features to help you stay on track. If you want to access more advanced budgeting features, such as a debt payoff plan, you should upgrade your profile to the ""Plus"" version. Hope for your understanding.",2023-05-18 14:10:55,,en,us
Google Play,8058e230-0865-4e9c-bd0b-0d807d05fe3e,Shaylene Lee,,"This app has been fantastic! I have ADHD and struggle with impulse spending. The thing I really like about this app is the ""in your pocket"" that shows me exactly what I can spend that month, on top of my other budgets. The only thing that's a downside is that it's monthly, not tailored to paychecks. So if my pay period is every 2 weeks, it's possible for me to overspend just by looking at the ""in my pocket"" number. Otherwise, fantastic app.",5,3,2023-05-14 12:59:57,Hi Shaylene! Thanks for the review! We are glad you found our app useful. Please feel free to contact our support team at support@pocketguard.com if you have any questions/suggestions. Have a nice day!,2023-05-18 14:18:42,4.35,en,us
Google Play,72408ea1-a095-42c4-baad-e04e77f82536,B G,,Easy-to-use and thoughtfully-designed.,5,0,2023-05-09 00:57:32,Hi there! Thanks for your 5-star review! Happy budgeting!,2023-05-11 12:47:10,4.35,en,us
Google Play,8e473a66-8457-444f-af55-c6ba089f0949,Nick Williams,,"Has some potential, but many issues. Couldn't add my credit card account due to errors. 2FA validation on each account is super slow. The bill rules are too simple: it can't separate separate bills with different amounts if they start with the same word.",3,0,2023-05-04 14:08:53,,,,en,us
Google Play,91d4b430-decf-4334-b74d-f81f40e07f2c,Gabriella Arroyo,,"Its a great app but it needs some smoothing: 1. Edits in a pending transaction are cleared away when its finalized. Sometimes edits arent saved even for final transactions. 2. Transactions are randomly renamed - why not just keep it as appears on statement? Sth named ""parking"" will be renamed to ""debit"" ... so weird. 3. Getting to budget takes a few button clicks; would like to be able to click on the pie and see the list; dont want to select ""for this transaction only"" EVERY time etc.",4,4,2023-04-25 17:40:03,"Hi Gabriella! Thanks for the feedback. Be assured that your voice is heard, and we will discuss how to improve the app in these matters. Have a good day!",2023-05-03 12:28:24,4.35,en,us
Google Play,34a9bb2d-4578-4847-8b9e-879e4dcd597b,Leah Liddiard,,Not impressed with this sharade - weeks ago all of a sudden I could add custom categories. I thought oh good they finally updated the app. Then earlier this week I get a notification that I'm on a free 30 day trial. Then a few days later it says the trial has expired and now I can't use the categories. Now my entire month of finances is messed up unless I pay you for premium! That's a sick way to get business. ** no emails were received. Switched to mint as its completely FREE & syncs accts,1,0,2023-04-25 14:03:44,"Hi Leah! As we see, you started a 30-day trial on March 22. During this time you got a few emails saying that your free trial is active and you should use the app to explore all benefits. On April 21 your free trial has been expired. Feel free to buy a subscription if you like custom categories or keep using the app for free.Hope for understanding.",2023-04-25 09:18:34,4.35,en,us
Google Play,929e1d4d-a434-45d9-a843-e26b8e81eaf2,FiddlerNeb,,Works with canadian banks even with 2FA enabled!,5,0,2023-04-23 20:21:23,Hi there! Thanks for the review. Happy budgeting!,2023-05-03 11:33:54,4.35,en,us
Google Play,74abc422-26d2-45ae-b825-1cf8293fdd8c,Colin Kwiecinski,,"This app perfectly serves my goal of tracking transactions across all my accounts. I wish it was less buggy though. some issues I encounter are modifications to transactions not being persistent, having to sometimes specify what category my income is, despite it being the same recurring deposit, and I wish I had the option to bulk edit (change category) multiple transactions at once. Overall very happy though, I'd recommend it.",4,4,2023-04-17 17:01:15,"Hi Colin! Thank you for the feedback. Please provide more details about the issues at support@pocketguard.com so that our support team can investigate them. Also, please be assured that your requests for improving categorization and adding the bulk edit option have been heard. Have a great day!",2023-04-19 10:44:12,4.34.1,en,us
Google Play,a4a7440e-00d5-4c9c-b9f7-8187e57b2a8b,m a cummings,,"Simple, handy to use Though free features were cannibalized to push users to upgrade, still delivers good basic insights into purchases and budgeting strategies. I eventually upgraded to lifetime.",3,0,2023-04-14 14:23:16,Hi there! Thank you for rating us. Please share your ideas on how we can improve your user experience at support@pocketguard.com. Have a good day!,2023-04-16 11:53:57,4.34.1,en,us
Google Play,a537b15e-fabe-42f1-8b19-9a731dcacf2f,Ryan Douglas,,"I would totally subscribe to it if they allowed budgets to be funds and roll over from month to month. The goal feature is halfway there, but they should just group it with budgets.",3,0,2023-04-14 02:35:30,Hi Ryan! We've forwarded your feedback to our developers. Thank you for taking out the time to send us your suggestion!,2023-04-16 11:42:42,4.34.1,en,us
Google Play,fbceb97e-04b5-4511-b0a4-e42838c5b7b6,Anne Zabala,,"Pocketguard was a great tool for me at first to help me straighten out my finances. I loved it so much I left a 5 star review once I started using it. Unfortunately, a while in, a bunch of the transactions I coded seemed to be changed and marked incorrectly in one big batch. There were also a ton of issues connecting to my accounts; I frequently had to contact support. After I canceled, I was also charged for 2 years after and missed it before signing up for new software. Choose someone else!",1,7,2023-04-10 21:24:24,,,4.16.1,en,us
Google Play,029cbb01-23d2-4ca8-a9a8-d20d2d74f659,Alvin Leung,,Couldn't sign in with either Google or LinkedIn account,1,0,2023-03-23 07:53:50,,,,en,us
Google Play,8ee49fa4-2e37-493c-a518-f711c9fa13ae,Richard-Michael Calzada,,Helpful Budgeting App,5,0,2023-03-07 16:14:12,Hi Richard-Michael! Thanks for the review! It's great to hear that you found our app helpful for your needs. Have a good day!,2023-03-10 13:42:09,4.33,en,us
Google Play,820806b8-8919-4037-8e44-61f7763bc234,Laurie Lee,,"Not bad, but it's a little difficult to tell where everything is. I would orefer that the insight pie chart be more eye-catching, maybe do a transparent color for the different categories? I also prefer to have subcategories, but pocketguard doesnt allow for those. When trying to sign in online, i had issues when using firefox, but no issues when using chrome. Wouldn't mind using if they had those features.",3,8,2023-03-02 04:51:00,"Hi Laurie! We have taken note of your feedback and will discuss how we can improve the app in these matters. If you have any other suggestions, please contact us at support@pocketguard.com. Hope for your understanding.",2023-03-06 17:00:37,4.33,en,us
Google Play,386f6df1-4091-44db-bc51-8913e477be2a,NPC #52700000389,,"I really wanted to use this app but you can only sign up via google, apple or linked in. If you font use these three, you are out of luck. Uninstalled.",1,0,2023-02-22 04:56:39,,,,en,us
Google Play,118466ba-8896-4944-820d-d1400f6a9abe,Josh M,,Can't connect my bank account,1,0,2023-02-18 16:36:17,Hi Josh! Please contact us at support@pocketguard.com so our support team can get more details about the issue to troubleshoot it. Hope for your understanding.,2023-03-04 10:49:40,4.32.1,en,us
Google Play,1c10c8c1-f256-4303-9f59-fc61d4094e65,Kara Uhryn,,Both of my banks are missing from the linked banking list,3,0,2023-02-13 21:23:49,"Hi Kara! Thanks for the review. Please provide the names of your banks at support@pocketguard.com so our support team can double-check if your institutions are supported. Hope for your understanding, and have a nice day.",2023-02-15 12:40:45,4.32.1,en,us
Google Play,a4ddf993-f306-436f-892e-051cdb4286c8,A Google user,,02/6/23: downgrading to one due to response. Developers don't seem 2 get that CC payments isn't your money it's a debt that is paid so CC payment should be COUNTED. 7/8/21: Three years later and it's still the same issue with CC payment. Updated review: credit card payments continue to be an issue. As they count the payment received and payment made thus cancelling the transactions out. Resulting in spending a lot time going through transactions to get an accurate picture.,1,4,2023-02-07 01:02:53,"Hi there! PocketGuard detects transfers between your accounts and links them into a transfer with the ""FROM"" and ""TO"" stamps. The system will also mark both transactions as ""Don't count"", to avoid double counting. Please, contact us at support@pocketguard.com, so we could investigate the issue with your credit card and duplicates. Have a great day!",2021-07-09 07:39:38,4.32.1,en,us
Google Play,1fd0dcc1-0411-4179-bd0b-661eb08bd066,Jennifer Dennis,,Not intuitive at all. Disconnects frequently. Not worth the features for a paid subscription,2,1,2023-01-25 17:46:53,,,4.32,en,us
Google Play,d8867b7e-a731-456d-819b-a5adfee8a00e,Mitchell Granet,,Best (mostly) automated budget app I have found thus far. The price is fair compared to other options that don't even work as well.,4,0,2023-01-23 12:50:30,Hi Mitchell! Thanks for the review! We are pleased to know that our app meets your needs. Feel free to contact us at support@pocketguard.com if there is anything we can do to improve your user experience. Have a great day!,2023-01-23 18:40:21,4.32,en,us
Google Play,8405b742-a2c5-4872-afd6-741a48e7ce78,Amber Michelle,,Cant edit account on pc anymore.,1,0,2023-01-21 18:06:18,Hi Amber! We are aware of this problem and currently working to fix the issue as quickly as possible. We hope for your understanding and apologize for the inconvenience.,2023-01-23 18:26:52,4.32,en,us
Google Play,3440aae6-299e-40c6-8ebd-eb2d4e43de41,Tara Z,,Great app so far,5,0,2023-01-21 16:20:49,Hi Tara! Thanks for the 5-star review! Happy budgeting!,2023-01-23 18:27:27,4.32,en,us
Google Play,5b321da1-c1cd-42e3-8969-60a2e95f4ad5,Tasha Jones,,"Debt payoff plan only offers the avalanche, not customizable and not free",1,3,2023-01-20 21:38:03,,,,en,us
Google Play,b2d9f3c1-e687-4028-a158-ad371de7bfb4,Chelsea B,,"This app looks cool and may be good if you pay for the premium version, but don't try it if you're looking for a free basic app. The free version only allows you to have 3 budget categories, so what's even the point? Just use Mint",2,3,2023-01-17 00:32:06,,,4.32,en,us
Google Play,8878db14-7858-44aa-839a-61c9f4198847,Matthias Van Den Bosch,,"A trash app. I've been trying to sync with google, linkedin, and even using my own email and nothing loads. I try using my app and it hangs when it tries to log in. I try to use the web app and it hangs some more. No matter what I try I can't actually use the app, regardless how many times I enter passwords or private information. Sketchyyyyyy.",1,1,2023-01-06 00:32:46,"Hi Matthias! Sorry for the inconvenience. Please contact us at support@pocketguard.com, so we can get the additional information and troubleshoot the issue as soon as possible. Hope for your understanding.",2023-01-23 18:31:58,4.32,en,us
Google Play,c2bb149b-4dd7-4694-80be-25beb11f8cfc,Debbie Shannon,,"It usually takes me a bit of trial and error to figure out if I like an app. PocketGuard is so fantastic that I bought it after a few days. RTFM, Read the manual before sending an email and if you have trouble adding an account look into Plaid. Thank you for being AWESOME",5,0,2023-01-01 18:17:38,Hi Debbie! Thanks for your feedback. We are glad you enjoy using our application and its budgeting features. Please feel free to contact us at support@pocketguard.com if you have any questions/concerns. Have a nice day!,2023-01-23 18:34:43,4.31,en,us
Google Play,c6b8da34-e896-4a65-b4d4-0336802e04d9,Kenny Welsh,,I feel like all of the 5 star reviews are fake. You normally can't mention competitors in reviews without it being taken down...,3,1,2022-12-16 04:21:28,,,4.31,en,us
Google Play,d415b876-7074-4ce6-9b61-63b528652f42,Tegan 620,,"The budget service and app delivers on everything it promised, and the support for any issues has been super responsive. I would 100% recommend the premium upgrade.",5,3,2022-12-07 02:46:11,Hi Tegan! Thanks for the amazing review! PocketGuard team is pleased to hear you enjoy our finance app. Please feel free to contact us at support@pocketguard.com if you have any suggestions or questions. Have a nice day!,2022-02-08 09:38:43,4.30.1,en,us
Google Play,9ca9a7a3-d89d-4395-a33c-52838c0ab33b,Aaron Faulkner,,No traditional sign up. More data mining.,1,0,2022-11-30 20:16:21,,,4.30,en,us
Google Play,85578955-5552-4c59-a18e-b0452d911968,kenneth reeves,,"Only a month, allows me to see where my money is going easily, very through.",4,0,2022-11-28 13:17:42,Hi Kenneth! Thanks for the feedback. It's great to know that you enjoy using our app. Don't hesitate to contact us at support@pocketguard.com if there is anything we can change/add to improve your user experience. Have a nice day!,2022-11-30 16:10:42,,en,us
Google Play,bd1af56a-f700-4d84-badb-e833eb9b2710,M K,,"WARNING ⚠️, Doesn't take in paycheck amount correctly and shows more in my account than the actual. Also I cleared data, uninstalled, to test, I reinstalled it and ALL my info was still in it. Glad I didn't provide any confidential info. Very sus.",1,0,2022-11-26 06:23:16,"Hi Kim! Sorry for the inconvenience. Please, contact us at support@pocketguard.com so our support team can get a bit more information about the mentioned problems and help you resolve them. Also, please note that reinstalling the app does not clear your data, and if you want to clear it, you should close your account.",2022-11-30 16:06:13,,en,us
Google Play,8f62723f-079b-43a6-a8c7-cde67eadeb56,Jim,,Beats tracking in excel,5,0,2022-11-24 10:34:09,Hi Jim! Thanks for the 5-star review! Happy budgeting!,2022-11-27 09:04:40,4.30,en,us
Google Play,dd490c5d-7774-4b7c-9b24-fc3c2f02c18f,William Millet,,"Just bought new Pixel 7 pro, and app doesn't work on it. Keeps telling me that I need to update the app, and no update is available. Otherwise, I love the app.",2,0,2022-11-17 05:20:33,"Hi William! Sorry for the inconvenience. We were able to find the cause of this problem, and a fix has already been released. Please, try to log in again, and you should see success. Feel free to contact us at support@pocketguard.com if you have any questions/concerns. Have a good day!",2022-11-18 09:44:38,4.29.3,en,us
Google Play,f6a36110-00d5-4355-b62e-7740cba1c443,Anderson Krause,,Switched from YNAB and recommend it to anyone. Option for a one time purchase which YNAB no longer allows.,5,0,2022-10-23 22:41:14,Hi Anderson! Thanks for your feedback! Happy budgeting!,2022-10-24 10:17:25,4.29.2,en,us
Google Play,394ce850-6506-4167-a43f-5b8558beded8,Dalyce Taylor,,"My bank account was connected, but when I changed my password on my banks site it won't reconnect. It asks me to verify and when I try to it says there is an error on my banks end, but I keep verifying it on my banks end. I'm getting so frustrated because I was just getting started!",2,1,2022-10-23 03:05:39,"Hi Dalyce! Sorry for the inconvenience. Please contact us at support@pocketguard.com, so our support team can get a bit more information and forward your case to our data aggregation provider for further troubleshooting. Hope for your understanding.",2022-10-24 10:16:46,4.29.2,en,us
Google Play,2c75997a-7b5b-4996-aeaa-2b66ab6c2c67,Nygel Mckenzie,,Best budgeting app for getting an overview on your income vs spending and managing saving. I've tried all the other popular ones but none are nice like this one. My only slight complaint is that your transactions seem to take about a day to update in the app. Still very worth it though and I recommend!,5,0,2022-10-11 19:04:48,Hi Nygel! Thanks for the great review! We are glad that our app helps you control your spending and save money. Please contact our support team at support@pocketguard.com so they can get a bit more information about your problem. Have a nice day!,2022-10-13 21:32:25,4.29.1,en,us
Google Play,e3579c08-ff9f-44d9-89c0-3f343c2e24f5,Tyson Williams,,This app does a great job at helping me track my spending,5,0,2022-10-02 10:25:43,Hi Tyson! Thanks for the great review! Our team is excited to hear that the app helps you stay on track and know where your money goes. Have a good day!,2022-10-03 10:38:16,4.29.1,en,us
Google Play,f790b10f-ecc8-4524-a46d-16a8a58d137e,Mark C,,Reliable and great data organization,5,0,2022-10-01 04:01:48,"Hi Mark! We are pleased that you enjoyed the app. If there is anything we can do for you, just let us know at support@pocketguard.com! Have a wonderful day!",2022-10-03 10:40:49,4.29.1,en,us
Google Play,9c3db59d-c9b5-44c6-a252-73eaaf8f0394,Marie Merkley,,"Been through tons of money and budgeting apps and finally might have found ""THE ONE""!!",5,1,2022-09-30 04:35:22,Hi Marie! Thank you very much for your 5-star review! We are glad our app fits your needs. Have a nice day!,2022-10-03 10:35:15,4.29.1,en,us
Google Play,4c3b2fea-ab69-4e2a-9858-8670c18f3384,Mori Igarashi,,Finally something that replaces and even improves on Simple bank. Thank you!,5,0,2022-09-16 15:10:45,Hi Mori! Thanks for the great feedback. Happy budgeting!,2022-09-19 13:40:34,4.29,en,us
Google Play,bf0871f8-1ec6-493c-a496-68be6d559180,Kailey Patton,,Customer service is excellent! The team really went out of their way to resolve my problems over several days. STRONG WORK!,5,1,2022-08-23 16:07:57,Hi Kailey! Thanks for the amazing feedback! Have a nice day!,2022-08-25 11:20:19,4.28,en,us
Google Play,81e7dc6a-d12c-492b-a86c-67f2bf28ccc5,Brandon Dye,,Best budgeting app hands down.,5,0,2022-08-18 17:55:09,Hi Brandon! Thanks for the great feedback! Happy budgeting!,2022-08-19 17:10:19,4.28,en,us
Google Play,43e49fbd-bced-40d5-82f2-f81791d22e2d,Daniella Vieira,,"In theory this is a great app. The features are nearly exactly what I need and much more robust than other paid apps I've tried. However, the connection to my woman express accounts sucks. Before they added the Plaid partnership, the Amex data would come through all wonky. Instead of a vendor name, all transactions literally had my own name as a vendor. Now they introduced Plaid and said it would solve my problem. But sure enough, the data doesn't refresh for days on end, even if I try manually",2,6,2022-08-17 17:56:09,"Hi Daniella! Sorry for the inconvenience. We are aware of the mentioned problems, and our data aggregation providers are currently working to fix them as soon as possible. Please, contact us at support@pocketguard.com, so our support team can notify you once the problems are solved. Hope for your understanding, and have a good day!",2022-08-18 12:09:44,4.28,en,us
Google Play,b4a8e269-ba35-44a2-ab75-3005b16d4489,Kyle Fairley,,App sucks can't even login smh,1,1,2022-08-17 04:48:39,"Hi Kyle! Sorry for the inconvenience. Unfortunately, our server is temporarily down. Our dev team is currently working on troubleshooting. Please, contact us at support@pocketguard.com so we could notify you once it will be fixed.",2022-08-17 08:02:10,4.28,en,us
Google Play,ca440b69-c9da-4683-8300-1d6f92aebcc7,Rafael Pacheco,,It stopped working after a month. I really like the app. But now it doesn't even let me login.,1,0,2022-08-17 01:21:00,"Hi Rafael! Sorry for the inconvenience. Unfortunately, our server is temporarily down. Our dev team is currently working on troubleshooting. Please, contact us at support@pocketguard.com so we could notify you once it will be fixed.",2022-08-17 08:01:52,,en,us
Google Play,be8c81d0-089e-40f2-bbf7-946c71dd8170,Joseph Hermoso,,Great app. I can manage my budgets better,5,0,2022-08-14 03:20:24,Hi Joseph! Thanks for the 5-star review! We are pleased to know that our app helps you stay on track. Feel free to contact us at support@pocketguard.com if you have any questions or suggestions. Have a nice day!,2022-08-15 11:28:46,4.28,en,us
Google Play,1666de20-334e-4311-b7bf-fb44cadd02ed,Manmohan,,Great tool. Customer support is awesome. I like it so far. Thanks,5,1,2022-07-28 17:52:12,Hi Manmohan! Thanks for the wonderful feedback! Happy budgeting!,2022-08-01 12:12:47,4.28,en,us
Google Play,9626cc7d-852e-4d56-8f3f-d80e6fef0afb,Jessica Cassem,,"App will not connect to my bank, Baxter Credit Union. It says ""Still working..."" until it times out.",1,1,2022-07-24 23:52:32,Hi Jessica! Sorry for the inconvenience. Please contact us at support@pocketguard.com so we could file your case to our data aggregation provider for prompt troubleshooting. Hope for your understanding.,2022-07-25 10:21:23,4.28,en,us
Google Play,b1d5a51f-d1ff-4ce1-92c2-789ecc62b563,LadyHulk,,I don't use other accounts to sign into my apps. I like my info private. Google is far from private. You need more ways to create an account. You are missing out on lots of customers by being so limited.,1,0,2022-07-20 23:12:29,"Hi there! We have closed the registration via email due to security measures. Instead, we have added a new registration method through LinkedIn. In case you’d like to have more opportunities to sign up, please contact us at support@pocketguard.com, so we could get some additional info. Thank you and have a great day!",2022-07-21 11:59:15,,en,us
Google Play,295313ca-7d6f-490c-8deb-818efe8cab0d,Jeremy Sherry,,"As of of 6/24, even after the 6/16 update, I still only have the option to use plaid to add my bank account. Plaid still does not support my bank so I'm unable to link external accounts. 7/14/22 Financial information sent again. Hasn't changed since last year when it was submitted though.",1,7,2022-07-14 13:56:10,"Hi Jeremy! Sorry for the inconvenience. Please, contact us at support@pocketguard.com and specify the name of the financial institution and the login page URL, so we could request our data aggregation provider to troubleshoot as soon as possible.",2021-06-30 08:29:51,4.28,en,us
Google Play,67df6c52-4caa-4118-9336-9c12156885de,Nic Gordon,,"I'm surprised at how perfectly it matches what I was looking for. This is the perfect budgeting tool for me. Things like Mint or YNAB were OK, but this just makes sense out of the box.",5,6,2022-07-09 12:42:20,"Hi Nic! Thanks for the review! We're glad that our app fits your needs. Please, contact us at support@pocketguard.com if you have any questions or concerns. Have a nice day!",2021-09-27 07:58:37,4.27.2,en,us
Google Play,5a805b69-0294-4edb-95b0-9862957f5f53,Julia Schoonover,,Love this app. Makes breaking down where my money goes super easy.,5,0,2022-06-18 18:53:17,Hi Julia! Thanks for your love! Have a good day!,2022-06-20 14:25:44,4.27.1,en,us
Google Play,cdc6b8af-02f9-489f-9421-7add3876f4ec,Peter MacPherson,,Very intuitive with lots of ways to customize everything,5,1,2022-06-14 03:54:39,Hi Peter! Thanks for your feedback! Happy budgeting!,2022-06-20 16:02:06,4.26,en,us
Google Play,53157a69-d3ad-41e8-b599-b3cebaea688a,Deanna Emmerson,,"good: the in-app functionality is everything I hoped for. does a good job sorting, cataloguing and predicting transactions, slight learning curve but a generally clean and pleasant layout bad: can't link Capital One, Koho and Questrade. not supported or too buggy. the whole point of an app is to skip the manual logging so it loses a lot of usefulness. Also account updates don't sync in real time, another major reason for using an app over a spreadsheet. also don't like the dark colour scheme.",3,1,2022-06-09 23:49:33,"Hi Deanna! Thanks for your feedback. We have already started working on adding a new color theme, and it will be implemented in upcoming releases. Also, please contact us at support@pocketguard.com so we could pass your issues to our data aggregation provider for further troubleshooting. Hope for your understanding and have a nice day!",2022-06-13 09:52:23,4.26,en,us
Google Play,fbdecfc9-d2f0-452d-b8d2-9f13098d0c57,Jeremy Stull,,Great budgeting tool. It calculates your budget monthly so if your pay doesn't work out that way you'll have to correct your budget at the start of every month but it's an easy fix. If this sounds good to you I have no other complaints. The speed with which the developer team addressed my concern was impressive too. I definitely recommend this app.,5,8,2022-06-03 12:27:36,"Hi Jeremy! Thanks for your feedback. Even though we calculate each month In My Pocket based on your income and do not include previous month leftover, you can still search for that amount in the Overview > Net Income. Please, contact us at support@pocketguard.com, so we could ask you a bit more information to develop the app. Have a wonderful day!",2022-06-03 12:12:57,4.26,en,us
Google Play,3eadd01e-df4a-418a-972a-24206390e5f6,Nichole “Clumsy_Bandit” Stacey,,Good,5,0,2022-06-02 04:48:22,Hi Nikki! Thanks for the review. Happy budgeting!,2022-06-06 11:50:49,4.26,en,us
Google Play,d856fc80-fb19-43ed-9a4d-273830e8faa6,Ashley Mensah Robbins,,"The app only supports Google log in. I went to the website to see if there was another option, but after signing up with my email address, the app still doesn't recognize my login info.",1,1,2022-05-27 14:21:05,"Hi Ashley! In the upcoming release 4.26 we are going to add a new registration method via LinkedIn. Besides that, we have turned off registration via email due to security measures, however you are still able to use your email for logging in. Please contact us at support@pocketguard.com so we could investigate your case and help you in this matter.",2022-05-30 09:11:53,4.2.1,en,us
Google Play,ff2ddc3f-c2c3-4aaa-944b-329dfe536595,Aaron,,"Still can't link Citibank or Wells Fargo accounts?? Mint works great compared to this, even though I like this app's interface much more!",1,14,2022-05-27 05:23:30,Hi Aaron! Sorry for the inconvenience. We are currently working on switching Citibank to a new sustainable connection which will troubleshoot all issues with Citi. Regarding Wells Fargo - please contact us at support@pocketguard.com so we could request our data aggregation provider to investigate your case and solve it. Hope for your understanding.,2022-05-27 12:06:16,4.25.1,en,us
